Age,Attrition,DistanceFromHome,Education,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
53,No,7,2,5,3,18606,3,No,18,3,2,26,6,3,7,4,7,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
29,No,15,1,1,4,2168,0,Yes,18,3,1,6,2,2,5,1,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
22,Yes,3,4,1,4,2853,0,Yes,11,3,2,1,5,3,0,0,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
46,No,2,3,4,1,17048,8,No,23,4,1,28,2,3,26,15,9,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
44,No,17,3,1,3,2290,2,No,13,3,4,6,3,3,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
33,No,2,3,1,3,3600,1,No,13,3,4,5,2,3,5,1,4,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
41,Yes,5,2,1,1,2107,6,No,17,3,1,5,2,1,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
30,No,29,4,2,1,4115,8,No,19,3,3,8,3,3,4,0,3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
40,No,2,4,2,2,4327,5,No,12,3,4,5,2,3,0,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
50,No,2,3,4,1,17856,2,No,22,4,3,32,3,3,2,2,2,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
28,No,19,4,1,1,3196,1,No,12,3,3,6,2,3,6,3,3,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
46,No,15,2,5,2,19081,5,No,11,3,1,25,2,3,4,0,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
35,No,17,4,2,1,8966,3,Yes,15,3,4,15,2,3,7,1,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
24,Yes,17,2,1,2,2210,1,No,13,3,1,1,3,1,1,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
33,No,25,3,2,3,4539,1,No,12,3,1,10,3,2,10,0,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
36,No,6,4,1,3,2741,1,No,14,3,3,7,4,3,7,1,7,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
30,No,7,4,2,3,3491,1,No,13,3,1,10,4,2,10,8,9,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
44,No,29,4,2,4,4541,1,No,25,4,2,20,3,3,20,13,17,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
20,No,21,3,1,4,2678,1,No,17,3,4,2,2,3,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
46,No,2,4,2,4,7379,2,No,11,3,3,12,3,2,6,1,4,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
42,No,2,5,2,1,6272,7,No,16,3,1,10,3,4,4,0,3,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
60,No,7,4,2,4,5220,0,Yes,18,3,2,12,3,3,11,1,9,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
32,No,13,3,1,2,2743,1,No,20,4,3,2,2,3,2,2,2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
32,No,2,2,2,3,4998,4,Yes,14,3,4,10,2,3,8,0,7,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
36,No,1,3,3,1,10252,2,Yes,21,4,3,17,2,3,7,7,7,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
33,No,9,3,1,4,2781,0,No,13,3,2,15,5,3,14,4,10,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
40,No,10,3,2,2,6852,7,No,12,3,2,7,2,4,5,1,3,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
25,No,10,4,2,4,4950,0,No,14,3,2,5,4,3,4,1,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
30,No,1,3,1,2,3579,0,Yes,21,4,1,12,2,3,11,5,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
42,No,26,5,3,1,13191,3,Yes,17,3,3,20,6,3,1,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
35,No,8,2,3,4,10377,4,Yes,11,3,2,16,6,2,13,4,12,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
27,No,14,3,1,1,2235,1,Yes,14,3,4,9,3,2,9,6,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
54,No,1,4,3,3,10502,7,No,17,3,1,33,2,1,5,1,4,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
44,No,2,1,1,4,2011,1,No,13,3,4,10,5,3,10,7,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
19,Yes,10,3,1,2,1859,1,Yes,25,4,2,1,2,4,1,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
29,No,1,3,1,4,3760,1,No,15,3,1,3,5,3,3,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
54,No,3,3,4,4,17779,3,No,14,3,1,36,2,3,10,0,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
31,No,11,2,2,1,6833,1,Yes,12,3,4,6,2,2,6,0,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
31,No,24,3,2,1,6812,1,No,19,3,2,10,2,3,10,1,8,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
59,No,3,3,2,4,5171,5,No,17,3,4,13,2,3,6,0,5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
43,No,3,3,5,4,19740,3,No,14,3,2,25,2,3,8,0,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
49,No,4,2,5,3,18711,2,No,13,3,3,23,2,4,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
36,No,3,3,1,2,3692,1,No,12,3,3,12,2,2,11,0,7,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
48,No,2,2,1,2,2559,5,No,11,3,3,7,4,2,1,0,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
27,No,4,2,1,3,2517,1,No,11,3,2,5,2,3,5,0,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
29,No,7,3,2,4,6623,1,Yes,11,3,2,6,2,3,6,1,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
48,No,1,3,5,4,18265,6,No,12,3,3,25,3,4,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
29,No,1,3,4,4,16124,3,No,14,3,2,9,2,2,7,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
34,No,20,3,1,3,2585,0,No,17,3,4,2,5,2,1,0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
44,No,5,3,5,2,18213,7,No,11,3,3,26,5,3,22,3,10,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
33,No,10,5,3,3,8380,0,Yes,14,3,4,10,3,3,9,0,8,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
19,No,25,3,1,4,2994,1,Yes,12,3,4,1,2,3,1,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
23,No,1,2,1,3,1223,1,No,22,4,4,1,2,3,1,0,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
25,Yes,24,1,1,4,1118,1,Yes,14,3,4,1,4,3,1,1,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
26,No,4,2,1,4,2875,1,Yes,20,4,2,8,2,2,8,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
45,Yes,2,3,5,2,18824,2,Yes,16,3,1,26,2,3,24,1,11,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
55,No,8,1,4,2,13577,1,Yes,15,3,4,34,3,3,33,15,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
21,Yes,10,2,1,3,2625,1,No,20,4,3,2,2,1,2,2,2,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46,No,4,2,5,2,18789,2,No,14,3,3,26,2,3,11,0,8,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
34,No,2,3,2,1,4538,0,Yes,12,3,4,4,3,3,3,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
51,No,9,3,5,2,19847,4,Yes,24,4,1,31,5,2,29,11,10,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
59,No,18,4,3,4,10512,6,No,12,3,4,25,6,2,9,5,4,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
34,No,19,3,2,2,4444,4,No,13,3,3,15,2,4,11,5,10,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
28,No,1,4,1,3,2154,0,Yes,11,3,3,5,2,2,4,0,2,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
44,No,4,2,5,1,19190,1,No,14,3,4,26,4,2,25,14,13,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
34,No,11,3,2,2,4490,4,No,11,3,4,14,5,4,10,1,8,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
35,No,6,1,1,3,3506,0,Yes,14,3,4,4,3,3,3,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
42,No,7,4,2,2,2372,6,Yes,16,3,4,18,2,3,1,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
43,No,4,4,3,4,10231,3,No,14,3,4,23,3,4,21,15,17,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
36,No,2,4,2,2,5410,9,Yes,11,3,4,18,2,3,16,5,12,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
44,Yes,15,3,3,4,7978,1,No,11,3,4,10,2,3,10,0,5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
28,No,2,3,1,4,3867,1,Yes,12,3,2,2,2,3,2,2,2,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
51,No,6,2,1,3,2838,0,No,14,3,2,8,6,2,7,7,7,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
30,No,9,2,2,3,4695,7,Yes,18,3,3,10,3,3,8,1,7,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
29,Yes,7,3,1,3,3339,3,Yes,13,3,1,10,2,3,7,7,7,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
28,No,1,3,1,1,2080,2,No,11,3,2,5,2,2,3,1,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
25,No,1,3,1,2,2096,1,No,18,3,4,2,3,2,2,2,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
32,No,8,3,2,4,6209,1,No,15,3,3,10,4,4,10,0,8,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
45,No,25,3,5,2,18061,3,No,22,4,3,22,4,3,0,0,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
39,No,13,4,4,2,17123,6,Yes,13,3,4,21,4,3,19,15,2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
58,No,23,4,1,3,2372,1,No,12,3,4,2,3,3,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
32,Yes,7,2,2,3,4883,1,No,18,3,1,10,3,3,10,1,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
39,Yes,23,3,1,1,3904,0,No,13,3,1,6,2,3,5,0,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
30,No,6,3,2,4,4627,0,No,12,3,1,10,6,3,9,6,7,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
36,No,10,4,3,3,7094,3,No,12,3,1,10,0,3,7,1,7,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
46,No,1,2,1,1,3423,6,No,12,3,3,10,3,4,7,5,7,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
28,No,1,3,2,4,6674,0,No,11,3,1,10,6,3,9,7,5,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
50,No,28,3,4,1,16880,4,Yes,11,3,2,25,2,3,3,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
40,Yes,25,4,3,2,9094,2,Yes,12,3,3,9,2,3,5,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
52,Yes,5,3,3,2,8446,9,Yes,19,3,3,10,2,2,8,7,7,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
30,No,17,4,3,1,11916,1,Yes,23,4,4,9,2,3,9,0,8,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
39,No,18,2,2,3,4534,0,No,11,3,1,9,6,3,8,1,7,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
31,No,2,4,3,3,9852,1,Yes,19,3,1,10,5,2,10,9,6,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41,No,10,2,2,2,6151,1,No,13,3,1,19,4,3,19,11,9,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
31,Yes,1,3,1,2,2302,1,Yes,11,3,1,3,2,4,3,2,2,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
44,Yes,3,3,1,1,2362,4,No,12,3,3,10,4,4,3,1,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
42,No,2,1,4,3,17861,0,Yes,13,3,4,21,3,2,20,2,10,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
55,No,2,2,5,3,19187,4,No,14,3,4,23,5,3,19,9,11,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
56,No,8,4,5,2,19717,6,No,14,3,1,36,4,3,7,7,7,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
40,No,16,2,1,3,3544,9,No,16,3,2,6,0,3,4,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
34,No,9,3,3,4,8500,0,No,11,3,4,10,0,2,9,1,6,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
40,No,2,3,2,4,4661,1,No,13,3,3,9,4,3,9,8,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
41,No,1,3,2,1,4103,0,No,17,3,4,10,2,3,9,1,7,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
35,No,4,4,2,3,4249,1,Yes,11,3,2,9,3,3,9,1,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
51,No,5,3,4,2,14026,1,Yes,11,3,2,33,2,3,33,0,10,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
38,No,2,2,2,1,6893,3,No,15,3,4,11,3,3,7,1,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
34,No,15,2,2,1,6125,1,No,12,3,4,10,6,4,10,9,6,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
25,No,19,1,1,4,3669,3,No,11,3,3,7,6,2,3,1,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
