,name,rating,reviews,salary,company_type,headquarter
4779,Fresher Than Fresh,4.0,146,302.0,Retail ,Gastonia
4780,Afflatus Gravures,3.8,146,777.0,Printing & Publishing ,Noida
4781,Azad Engineering,3.5,146,866.0,Engineering & Construction ,Hyderabad
4782,CFlo,4.7,146,394.0,Metals & Mining ,Kolkata
4783,AM Infoweb,3.5,146,670.0,BPO ,Pune
4784,Fresher Than Fresh,4.0,146,302.0,Retail ,Gastonia
4785,Hidden Brains InfoTech,4.0,146,714.0,IT Services & Consulting ,Ahmedabad
4786,CIGNEX,4.0,146,1400.0,IT Services & Consulting ,Livonia
4787,Toyota Financial Services,3.8,146,732.0,Financial Services ,Chandler
4788,Kobelco Construction Equipment India,4.2,146,870.0,Industrial Machinery ,Noida
4789,HEUBACH Colour,3.8,146,839.0,Chemicals ,Vadodara
4790,MMTC-PAMP,3.5,146,785.0,Metals & Mining ,New Delhi
4791,Peps Industries,3.7,146,634.0,Furniture & Furnishing ,Bangalore
4792,Epitome Components,3.2,146,764.0,Electrical Equipment ,Ahmednagar
4793,Texspin Bearings,4.2,146,980.0,Auto Components ,Ahmedabad
4794,Azure Hospitality,4.5,146,615.0,Hospitality ,Delhi
4795,Balasore Alloys,3.9,146,693.0,Metals & Mining ,Balasore
4796,Lamprell,4.0,146,335.0,Oil & Gas ,Dubai
4797,Enzen Global Solutions,3.6,146,583.0,Power ,Bangalore
4798,Rotostat Services,4.2,146,700.0,Industrial Machinery ,Mumbai
4799,Adhunik Metaliks,3.3,146,573.0,Metals & Mining ,Kolkata
4800,S.S. Kothari Mehta & Co,3.4,146,809.0,Accounting & Auditing ,Delhi/NCR
4801,Hipad Technology India,4.0,146,600.0,Electronics Manufacturing ,Noida
4802,Odisha Power Generation Corporation,4.0,146,754.0,Oil & Gas ,Bhubaneswar
4803,Cadworks India,4.7,146,53.0,Design ,New Delhi
4804,L and T Chiyoda,3.6,145,1200.0,Engineering & Construction ,Vadodara
4805,Rajesh Motors,3.8,145,622.0,Automobile ,Jaipur
4806,First American Title,3.9,145,915.0,Insurance ,Santa Ana
4807,Indus Motors,4.0,145,671.0,Automobile ,Kochi/Cochin
4808,GAIN Credit,4.4,145,838.0,FinTech ,San Diego
4809,ANEWA Engineering,4.0,145,980.0,Oil & Gas ,Hyderabad/Secunderabad
4810,Mogli labs,3.5,145,1200.0,Internet ,Noida
4811,Gulf Spic General Trading & Contracting Company,3.9,145,886.0,Engineering & Construction ,Fahaheel
4812,Brand Factory,4.3,145,691.0,Retail ,Mumbai
4813,Burckhardt Compression,4.3,145,917.0,Industrial Machinery ,Zurich
4814,Igarashi Motors,3.9,145,1100.0,Auto Components ,Chennai
4815,Jindal Worldwide,3.2,145,981.0,Fashion & Textile ,Ahmedabad
4816,KPR Mill,4.1,145,828.0,Fashion & Textile ,Coimbatore
4817,Sv Creditline,3.5,145,498.0,NBFC ,Gurgaon
4818,Don Bosco Tech Society,4.1,145,364.0,Non-Profit ,New Delhi
4819,Isc Projects,3.9,145,555.0,Engineering & Construction ,Pune
4820,Butterfly Gandhimathi Appliances,4.2,145,812.0,Consumer Electronics & Appliances ,Chennai
4821,Sanmar Group,3.6,145,792.0,Chemicals ,Chennai
4822,Infineon Technologies,3.9,145,1600.0,Semiconductors ,Neubiberg
4823,Bioseed,4.0,145,358.0,Biotechnology ,Hyderabad
4824,Black & Veatch,4.3,145,923.0,Engineering & Construction ,Overland Park
4825,Vivimed Labs,3.7,145,899.0,Chemicals ,Hyderabad/Secunderabad
4826,Mytrah Energy,3.9,145,675.0,Power ,Hyderabad/Secunderabad
4827,INFRES METHODEX,3.3,145,669.0,Industrial Automation ,Faridabad
4828,Hyderabad Industries,4.3,145,560.0,Industrial Machinery ,Hyderabad
4829,People Prime Worldwide,3.3,145,1100.0,Recruitment ,Hyderabad
4830,Skypro Technologies,3.7,145,666.0,IT Services & Consulting ,Bangalore/Bengaluru
4831,Anupam Rasayan India,3.7,145,971.0,Chemicals ,Surat
4832,Maahi Milk Producer Company,4.3,145,469.0,Food Processing ,Rajkot
4833,Petronas Lubricants,3.4,145,626.0,Petrochemicals ,Kuala Lumpur
4834,Daebu Automotive Seat,3.8,145,715.0,Auto Components ,Chennai
4835,Kalyan Toll Infrastructure,4.4,145,708.0,Engineering & Construction ,Indore
4836,Parijat Industries (India),4.0,145,607.0,Chemicals ,Delhi/NCR
4837,OEN India,3.8,145,928.0,Auto Components ,Kochi/Cochin
4838,Tata CLiQ,3.7,145,1100.0,Internet ,Mumbai
4839,Shiash Info Solutions,3.1,145,155.0,IT Services & Consulting ,Chennai
4840,MARG ERP,3.7,145,1100.0,Accounting & Auditing ,New Delhi
4841,Loconav,3.3,145,1100.0,Software Product ,Gurgaon
4842,Advantum Health,3.8,145,737.0,Healthcare ,Louisville
4843,Namdev Finvest,4.7,145,241.0,Financial Services ,Jaipur
4844,Altum Credo Home Finance,3.8,145,540.0,NBFC ,Pune
4845,Integra Micro Systems,3.9,145,1000.0,Software Product ,Bengaluru
4846,Epson,4.3,144,567.0,IT Services & Consulting ,Suwa
4847,COMSTAR AUTOMOTIVE TECHNOLOGIES,3.8,144,1100.0,Auto Components ,Chengalpattu
4848,Axis Sales,4.0,144,654.0,Financial Services ,Pune
4849,Kiran Foreign Trade,3.5,144,837.0,Software Product ,Mohali
4850,Eaton Power Quality,4.2,144,1000.0,Electronics Manufacturing ,New Delhi
4851,Fusion,3.2,144,745.0,IT Services & Consulting ,Gangnam
4852,Dr Oetker,4.2,144,700.0,Food Processing ,Bielefeld
4853,Swastika Investmart,3.5,144,961.0,Investment Banking / Venture Capital / Private Equity ,Indore
4854,Development Consultants,3.7,144,555.0,IT Services & Consulting ,Kolkata
4855,Karnataka Bank,3.8,144,953.0,Banking ,Mangaluru/Mangalore
4856,CQRA,4.3,144,687.0,Engineering & Construction ,Pune
4857,AABSyS IT,3.6,144,744.0,IT Services & Consulting ,Bhubaneswar
4858,Mazars,3.3,144,1500.0,Accounting & Auditing ,Paris
4859,Parker Hannifin,4.1,144,925.0,Defence & Aerospace ,Cleveland
4860,Lalitpur Power Generation,4.3,144,713.0,Power ,Lalitpur
4861,Modern Automotives,3.7,144,827.0,Automobile ,Gurugram
4862,Lifelong India,3.9,144,843.0,Petrochemicals ,Delhi/NCR
4863,Mashreq Bank,3.4,144,1300.0,Banking ,Dubai
4864,Country Delight,4.0,144,952.0,Food Processing ,Gurgaon
4865,SunMax Auto Engineering,2.6,144,704.0,Auto Components ,New Delhi
4866,Intech Organics,3.5,144,980.0,201-500 Employees ,Gurugram
4867,SYNCHRONIZED SUPPLY SYSTEMS,4.1,144,740.0,Logistics ,Gurgaon/Gurugram
4868,Ziff Davis Performance Marketing,3.7,144,740.0,Marketing & Advertising ,Austin Texas
4869,MoreTasks,4.1,144,176.0,IT Services & Consulting ,Gurgaon/Gurugram
4870,Nayati Hospital,3.1,144,724.0,Healthcare ,Noida
4871,C DOT,4.1,144,1000.0,Telecom ,Delhi/NCR
4872,Nielsen Sports,3.9,144,698.0,Sports & Recreation ,Bangalore
4873,Hetero Biopharma,3.6,144,824.0,Pharma ,Hyderabad
4874,Asiana Times,4.4,144,23.0,Media & Entertainment ,New Delhi
4875,Dishman Pharmaceuticals and Chemicals,4.2,143,574.0,Pharma ,Ahmedabad
4876,Franco-Indian Pharmaceuticals,3.3,143,576.0,Pharma ,Mumbai
4877,Integra Global Solutions,3.7,143,1100.0,IT Services & Consulting ,Wexford
4878,Ananth Technologies,3.9,143,1200.0,Electronics Manufacturing ,Hyderabad/Secunderabad
4879,Light Microfinance,4.1,143,607.0,NBFC ,Ahmedabad
4880,Daelim Industrial Co.,4.6,143,146.0,Petrochemicals ,Seoul
4881,Macmillan Publishers,4.1,143,593.0,Printing & Publishing ,Chennai
4882,Pramati Technologies,4.3,143,2100.0,IT Services & Consulting ,Hyderabad/Secunderabad
4883,UFO Moviez,3.8,143,786.0,Media & Entertainment ,Mumbai
4884,Health Prime Services (India),3.4,143,668.0,Medical Equipment ,Mumbai
4885,Total Environment Building Systems,3.8,143,1100.0,Real Estate ,Bangalore/Bengaluru
4886,Xpo Logistics,3.7,143,1200.0,Logistics ,Greenwich
4887,Crescent Foundry,3.7,143,780.0,Metals & Mining ,Kolkata
4888,Career Point,3.5,143,848.0,Education & Training ,Kota
4889,Fleet Management,3.9,143,627.0,Ports & Shipping ,Wong Chuk Hang
4890,Light Microfinance,4.1,143,607.0,NBFC ,Ahmedabad
4891,D'Decor Home Fabrics,4.0,143,1100.0,Fashion & Textile ,Mumbai
4892,Manohar Filaments,3.9,143,868.0,Fashion & Textile ,Delhi/NCR
4893,IDBI Capital,3.5,143,860.0,Financial Services ,Mumbai
4894,Be Well Hospitals,4.3,143,348.0,Healthcare ,Chennai
4895,Bekaert Industries,4.1,143,851.0,Electrical Equipment ,Zwevegem
4896,Sunshine Hospitals,4.1,143,809.0,Healthcare ,Secunderabad
4897,Swelect Energy Systems,4.2,143,452.0,Electrical Equipment ,Chennai
4898,Bull Machines,3.9,143,785.0,Industrial Machinery ,Coimbatore
4899,Laborate Pharmaceuticals,3.4,143,665.0,Pharma ,Panipat
4900,JK Agri Genetics,3.9,143,400.0,Biotechnology ,Hyderabad
4901,Pyro Group,3.7,143,398.0,Telecom ,Hyderabad/Secunderabad
4902,Franco-Indian Pharmaceuticals,3.3,143,576.0,Pharma ,Mumbai
4903,Integra Global Solutions,3.7,143,1100.0,IT Services & Consulting ,Wexford
4904,Ananth Technologies,3.9,143,1200.0,Electronics Manufacturing ,Hyderabad/Secunderabad
4905,AWC Software,3.9,143,1400.0,IT Services & Consulting ,Noida
4906,Caplin Point Laboratories,4.0,143,1200.0,Pharma ,Chennai
4907,TATA MEDICAL CENTER,4.1,143,518.0,Healthcare ,Kolkata
4908,Anand CY Myutec Automotive,4.2,143,677.0,Auto Components ,Gurugram
4909,Jagatjit Industries,3.8,143,654.0,Beverage ,Kapurthala
4910,Videojet Technologies,3.7,143,696.0,Consumer Electronics & Appliances ,Wood Dale
4911,Sand Martin Consultants,2.9,143,722.0,BPO ,New Delhi
4912,Tata Memorial Centre,4.2,142,733.0,Healthcare ,Mumbai
4913,Kapil Chit Funds,3.8,142,430.0,FinTech ,Hyderabad/Secunderabad
4914,JGC Corporation,4.3,142,431.0,Engineering & Construction ,Kanagawa
4915,L&T Buildings & Factories,4.5,142,86.0,Engineering & Construction ,New Delhi
4916,Hitachi Astemo Rajasthan Brake Systems,4.2,142,551.0,201-500 Employees ,Neemrana
4917,BDO Rise,3.6,142,1000.0,Accounting & Auditing ,Chicago
4918,Hartek Group,4.0,142,446.0,Engineering & Construction ,Mohali
4919,Garware Hi-Tech Films,4.0,142,878.0,Chemicals / Agri Inputs ,Mumbai
4920,Pps Motors,4.0,142,687.0,Automobile ,Hyderabad
4921,E Pack Polymers,3.5,142,807.0,Packaging ,Greater Noida
4922,Abellon Clean Energy,3.7,142,974.0,Other ,Ahmedabad
4923,GVK Group,3.9,142,774.0,Engineering & Construction ,Hyderabad
4924,Embee Software,3.9,142,834.0,Software Product ,Kolkata
4925,Weizmann Forex,3.8,142,584.0,Financial Services ,Mumbai
4926,Food Corporation of India,4.0,142,713.0,Government ,Delhi/NCR
4927,99acres,4.0,142,914.0,Internet ,Noida
4928,Aditya Birla Money,3.9,142,725.0,201-500 Employees ,Mumbai
4929,Khanna Paper Mills,4.2,142,767.0,Pulp & Paper ,Gurgaon/Gurugram
4930,Wellspring Healthcare,3.6,142,495.0,Healthcare ,Mumbai
4931,Radiant Polymers,4.5,142,605.0,Auto Components ,New Delhi
4932,Harita Techserv,3.3,142,957.0,Auto Components ,Chennai
4933,Tata Memorial Centre,4.2,142,733.0,Healthcare ,Mumbai
4934,Global Consumer Products,3.9,142,554.0,FMCG ,Bangalore
4935,Hartek Group,4.0,142,446.0,Engineering & Construction ,Mohali
4936,Maksat Technologies,3.7,142,626.0,Telecom ,New Delhi
4937,Clearpack,3.9,142,927.0,Industrial Machinery ,Singapore
4938,Medecins Sans Frontieres,4.3,142,301.0,Non-Profit ,Geneva
4939,BDO Rise,3.6,142,1000.0,Accounting & Auditing ,Chicago
4940,Tokai Imperial Rubber India,4.1,142,748.0,Industrial Machinery ,Faridabad
4941,Medecins Sans Frontieres,4.3,142,301.0,Non-Profit ,Geneva
4942,E Pack Polymers,3.5,142,807.0,Packaging ,Greater Noida
4943,Clearpack,3.9,142,927.0,Industrial Machinery ,Singapore
4944,Kaar Tech,3.5,142,1300.0,IT Services & Consulting ,Chennai
4945,Cleartrip,4.0,142,1200.0,Internet ,Mumbai
4946,Ocrolus East,3.4,141,606.0,FinTech ,New York City
4947,Agriculture Department,4.1,141,856.0,Government ,Pune
4948,Jasper Colin,4.1,141,360.0,Analytics & KPO ,New York
4949,Paladion Networks,4.0,141,1100.0,Hardware & Networking ,Bangalore
4950,Regalo Kitchens,4.2,141,332.0,Furniture & Furnishing ,New Delhi
4951,Shyplite,4.2,141,317.0,Logistics ,Delhi
4952,MUFG Bank,3.9,141,1300.0,Financial Services ,Chiyoda-ku
4953,Msn Pharmachem,4.2,141,305.0,1k-5k Employees ,Hyderabad
4954,Savista Global Solutions,3.9,141,616.0,Analytics & KPO ,Georgia
4955,Hire Glocal,4.8,141,51.0,Recruitment ,Mumbai
4956,Maral Overseas,3.9,141,765.0,Fashion & Textile ,Delhi/NCR
4957,The Indian Express,3.9,141,1100.0,Printing & Publishing ,Noida
4958,EFKON INDIA,4.0,141,797.0,IT Services & Consulting ,Gurgaon/Gurugram
4959,Mayfair Hotels & Resorts,4.2,141,641.0,Hospitality ,Bhubaneswar
4960,Msn Pharmachem,4.2,141,305.0,1k-5k Employees ,Hyderabad
4961,Regalo Kitchens,4.2,141,332.0,Furniture & Furnishing ,New Delhi
4962,Paladion Networks,4.0,141,1100.0,Hardware & Networking ,Bangalore
4963,Agriculture Department,4.1,141,856.0,Government ,Pune
4964,Jasper Colin,4.1,141,360.0,Analytics & KPO ,New York
4965,Ocrolus East,3.4,141,606.0,FinTech ,New York City
4966,Hire Glocal,4.8,141,51.0,Recruitment ,Mumbai
4967,Savista Global Solutions,3.9,141,616.0,Analytics & KPO ,Georgia
4968,MUFG Bank,3.9,141,1300.0,Financial Services ,Chiyoda-ku
4969,Shyplite,4.2,141,317.0,Logistics ,Delhi
4970,Ambey Mining,3.2,140,675.0,Metals & Mining ,Kolkata
4971,SquadStack,3.8,140,529.0,IT Services & Consulting ,Noida
4972,Woodenstreet.com,3.2,140,859.0,Furniture & Furnishing ,Jaipur
4973,Matix Fertilisers & Chemicals,3.8,140,763.0,Chemicals ,Mumbai
4974,Eptisa,3.5,140,585.0,Engineering & Construction ,Madrid
4975,J Mitra And Co,3.9,140,478.0,Medical Equipment ,Delhi/NCR
4976,Supreme Treon,4.2,140,889.0,Auto Components ,Mumbai
4977,Advantage One Tax Consulting,4.2,140,495.0,Financial Services ,Sterling
4978,Orchid Pharma,3.7,140,783.0,Pharma ,Chennai
4979,St Regis,3.9,140,582.0,Hospitality ,New York
4980,Ambey Mining,3.2,140,675.0,Metals & Mining ,Kolkata
4981,JMR Infotech,4.0,140,1000.0,IT Services & Consulting ,Bangalore/Bengaluru
4982,Eptisa,3.5,140,585.0,Engineering & Construction ,Madrid
4983,Hidesign,3.3,140,930.0,Retail ,Pondicherry/Puducherry
4984,Affiliated Computer Services,3.6,140,599.0,IT Services & Consulting ,Dallas
4985,St. Mary's School,4.0,140,542.0,Education & Training ,Medford
4986,ARSS Infrastructure Projects,4.1,140,491.0,Engineering & Construction ,Bhubaneswar
4987,Virbac Animal Health,3.6,140,386.0,Pharma ,Fort Worth
4988,Ginni Filaments,3.5,140,768.0,Fashion & Textile ,Noida
4989,Tangoe,3.8,140,1400.0,IT Services & Consulting ,Bangalore/Bengaluru
4990,Crimson Interactive,3.2,140,955.0,Content Development ,New York
4991,Matix Fertilisers & Chemicals,3.8,140,763.0,Chemicals ,Mumbai
4992,Woodenstreet.com,3.2,140,859.0,Furniture & Furnishing ,Jaipur
4993,Maharaja Agrasen Hospital,3.6,140,672.0,Healthcare ,Delhi/NCR
4994,Orchid Pharma,3.7,140,783.0,Pharma ,Chennai
4995,AVASOFT,3.5,140,852.0,Software Product ,Blue Bell
4996,SquadStack,3.8,140,529.0,IT Services & Consulting ,Noida
4997,Marquardt,3.9,140,1100.0,Auto Components ,Rietheim-Weilheim
4998,J Mitra And Co,3.9,140,478.0,Medical Equipment ,Delhi/NCR
4999,Advantage One Tax Consulting,4.2,140,495.0,Financial Services ,Sterling
5000,Logicon Facility Management,3.5,140,678.0,Facility Management Services ,Pune
5001,Supreme Treon,4.2,140,889.0,Auto Components ,Mumbai
5002,Concentrix Catalyst,3.5,140,805.0,IT Services & Consulting ,Newark
5003,InsuranceDekho,3.6,140,864.0,Gurgaon/Gurugram +21 more,Gurgaon/Gurugram
5004,Dataflow Group,2.8,140,810.0,IT Services & Consulting ,Noida
5005,Sony India Software Center,4.0,139,1800.0,Consumer Electronics & Appliances ,Bengaluru
5006,Indian School Finance Company,4.6,139,745.0,NBFC ,Hyderabad
5007,Bhansali Engineering Polymers,3.1,139,733.0,Petrochemicals ,Mumbai
5008,Setindiabiz Private Limited,4.5,139,127.0,Legal ,Noida
5009,Identifyplus Delivery Services,3.5,139,348.0,7 years old ,Gurgaon
5010,Girnar Care,3.4,139,555.0,BPO ,Jaipur
5011,Capri Global Housing Finance,3.5,139,769.0,Financial Services ,Mumbai
5012,Pacific Cyber Technology,3.7,139,817.0,Electronics Manufacturing ,Mumbai
5013,Pahal Financial Services,4.3,139,563.0,NBFC ,Ahmedabad
5014,Flatworld Mortgage Processing,3.5,139,517.0,IT Services & Consulting ,Bengaluru
5015,Aneja Associates,3.2,139,849.0,Accounting & Auditing ,Mumbai
5016,Henkel,4.2,139,693.0,Chemicals ,Mumbai
5017,Nahar Industrial Enterprises,3.9,139,769.0,Fashion & Textile ,Ludhiana
5018,Turner Construction,4.1,139,748.0,Engineering & Construction ,New York
5019,Godrej Appliances,3.7,139,589.0,Consumer Electronics & Appliances ,Mumbai
5020,Royal Bank of Scotland International,4.0,139,1800.0,Banking ,Edinburgh
5021,Aneja Associates,3.2,139,849.0,Accounting & Auditing ,Mumbai
5022,Prompt Personnel,3.9,139,665.0,Recruitment ,Mumbai
5023,Henkel,4.2,139,693.0,Chemicals ,Mumbai
5024,Madras Engineering Industries,3.9,139,961.0,Auto Components ,Chennai
5025,Godrej Appliances,3.7,139,589.0,Consumer Electronics & Appliances ,Mumbai
5026,Jagsonpal Pharmaceuticals,3.5,139,562.0,Pharma ,Delhi/NCR
5027,NGK Spark Plugs,4.2,139,767.0,Auto Components ,Nagoya
5028,Lawrence & Mayo,3.9,139,520.0,Retail ,Mumbai
5029,C.G. Marketing,4.0,139,467.0,Marketing & Advertising ,Kowloon
5030,Continental Hospitals,4.3,139,684.0,Healthcare ,Hyderabad/Secunderabad
5031,Hy Gro Chemicals Pharmtek,3.9,139,696.0,Pharma ,Secunderabad
5032,Privi Organics,3.8,139,820.0,Chemicals ,Mumbai
5033,ACT Plast Paints,3.6,139,723.0,Chemicals ,Kancheepuram
5034,Apache Footwear,4.1,139,598.0,Fashion & Textile ,Nellore
5035,Pahal Financial Services,4.3,139,563.0,NBFC ,Ahmedabad
5036,Flatworld Mortgage Processing,3.5,139,517.0,IT Services & Consulting ,Bengaluru
5037,Pacific Cyber Technology,3.7,139,817.0,Electronics Manufacturing ,Mumbai
5038,Bhansali Engineering Polymers,3.1,139,733.0,Petrochemicals ,Mumbai
5039,Capri Global Housing Finance,3.5,139,769.0,Financial Services ,Mumbai
5040,Identifyplus Delivery Services,3.5,139,348.0,7 years old ,Gurgaon
5041,Girnar Care,3.4,139,555.0,BPO ,Jaipur
5042,Setindiabiz Private Limited,4.5,139,127.0,Legal ,Noida
5043,Tata Boeing Aerospace,3.7,139,1100.0,Defence & Aerospace ,Chicago
5044,Heavy Engineering Corporation,3.7,138,734.0,Engineering & Construction ,Ranchi
5045,Nerdy Turtlez,3.0,138,458.0,EdTech ,Noida
5046,The Mission Hospital,4.3,138,677.0,Healthcare ,Durgapur
5047,Swaraj Engines,3.4,138,597.0,Automobile ,Mohali
5048,SS,3.5,138,700.0,11-50 Employees (Global) ,Uniondale
5049,Aster MIMS,4.1,138,618.0,Healthcare ,Kozhikode
5050,Red FM 93.5,4.0,138,743.0,Broadcasting ,Delhi/NCR
5051,IIT Delhi,4.1,138,897.0,Education & Training ,New Delhi
5052,EGIS,4.2,138,601.0,Power ,Gurgaon
5053,NMDC,4.3,138,743.0,Metals & Mining ,Hyderabad/Secunderabad
5054,Tata Institute of Social Sciences,4.2,138,773.0,Education & Training ,Mumbai
5055,XenonStack,3.0,138,370.0,IT Services & Consulting ,SunnyVale
5056,Ghatge Patil Industries,4.0,138,1000.0,Industrial Machinery ,Kolhapur
5057,AT&S,4.0,138,1000.0,Semiconductors ,Mumbai
5058,Wingreens Farms,3.7,138,714.0,Power ,Delhi
5059,Galore Networks,2.7,138,387.0,IT Services & Consulting ,Chennai
5060,Ghatge Patil Industries,4.0,138,1000.0,Industrial Machinery ,Kolhapur
5061,Wingreens Farms,3.7,138,714.0,Power ,Delhi
5062,Aster MIMS,4.1,138,618.0,Healthcare ,Kozhikode
5063,SS,3.5,138,700.0,11-50 Employees (Global) ,Uniondale
5064,Galore Networks,2.7,138,387.0,IT Services & Consulting ,Chennai
5065,Al Hassan Engineering Company SAOG,4.2,138,259.0,Engineering & Construction ,Ruwi
5066,EXO Edge,4.2,138,539.0,Financial Services ,Mohali
5067,Kaveri Seed Company,4.0,137,580.0,1k-5k Employees ,Hyderabad/Secunderabad
5068,Man Industries,3.5,137,955.0,Building Material ,Mumbai
5069,SRR Projects,3.6,137,712.0,Engineering & Construction ,Hyderabad/Secunderabad
5070,Vaidik Eduservices,3.1,137,418.0,EdTech ,Noida
5071,Garuda Aerospace,4.2,137,175.0,Internet ,Chennai
5072,UAE Exchange,3.8,137,555.0,FinTech ,Abu Dhabi
5073,Droom,3.7,137,1300.0,Internet ,Gurgaon
5074,Lloyd Electric & Engineering,3.7,137,587.0,Industrial Machinery ,Delhi/NCR
5075,Cerium Systems,3.2,137,1200.0,IT Services & Consulting ,Bangalore
5076,NHPC,4.2,137,456.0,Power ,Faridabad
5077,Sri Ramachandra University,4.2,137,668.0,Healthcare ,Chennai
5078,SpanIdea,3.3,137,1200.0,IT Services & Consulting ,MILPITAS
5079,Super Auto India,3.5,137,762.0,Industrial Machinery ,Faridabad
5080,Super Auto India,3.5,137,762.0,Industrial Machinery ,Faridabad
5081,Gem Engserv,3.7,137,830.0,Engineering & Construction ,Navi Mumbai
5082,Miraj Group,3.6,137,788.0,FMCG ,Nathdwara
5083,Gojavas,4.2,137,160.0,Logistics ,Gurgaon
5084,Phenix Construction Technologies,3.8,137,765.0,Engineering & Construction ,Ahmedabad
5085,Crown Solutions,3.4,137,1400.0,IT Services & Consulting ,Chennai
5086,Code Brew Labs,4.0,137,567.0,IT Services & Consulting ,Chandigarh
5087,Sri Ramachandra University,4.2,137,668.0,Healthcare ,Chennai
5088,Garuda Aerospace,4.2,137,175.0,Internet ,Chennai
5089,Kaveri Seed Company,4.0,137,580.0,1k-5k Employees ,Hyderabad/Secunderabad
5090,Man Industries,3.5,137,955.0,Building Material ,Mumbai
5091,SRR Projects,3.6,137,712.0,Engineering & Construction ,Hyderabad/Secunderabad
5092,Vaidik Eduservices,3.1,137,418.0,EdTech ,Noida
5093,Suminter India Organics,3.8,137,775.0,FMCG ,Mumbai
5094,Veolia,4.1,137,700.0,Waste Management ,Noida
5095,Matrix ComSec,3.9,137,1200.0,Industrial Machinery ,Vadodara
5096,Telstra,4.2,136,1600.0,Telecom ,Melbourne
5097,Little Millennium,4.0,136,581.0,EdTech ,Gurgaon/Gurugram
5098,Biesse Manufacturing,3.9,136,931.0,Architecture & Interior Design ,Pesaro
5099,Global Opportunities,4.3,136,474.0,EdTech ,Delhi/NCR
